Country Name,Country Code,Year,Life Expectancy,CO2,Injuries,Communicable,NonCommunicable,Region_Europe & Central Asia,Region_Latin America & Caribbean,Region_Middle East & North Africa,Region_North America,Region_South Asia,Region_Sub-Saharan Africa,IncomeGroup_Low income,IncomeGroup_Lower middle income,IncomeGroup_Upper middle income
Israel,ISR,5,80.55365853658537,-0.11565957950432494,0.13633966106325388,0.06810694852370483,0.9318930514762952,False,False,True,False,False,False,False,False,False
Italy,ITA,5,81.28292682926829,0.41713387903496846,0.07489548617657336,0.03627467019950629,0.9637253298004937,True,False,False,False,False,False,False,False,False
Jamaica,JAM,5,74.143,-0.18488088438376205,0.11041372044178942,0.2075470301620912,0.7924529698379088,False,True,False,False,False,False,False,False,True
Jordan,JOR,5,72.763,-0.17414078980469172,0.12629685841842295,0.23334058219091158,0.7666594178090884,False,False,True,False,False,False,False,False,True
Japan,JPN,5,82.3219512195122,1.3744326179196602,0.11765540272530854,0.06401874000195866,0.9359812599980413,False,False,False,False,False,False,False,False,False
Kazakhstan,KAZ,5,66.15,0.04454132177079543,0.222642310831206,0.16186633768319028,0.8381336623168096,True,False,False,False,False,False,False,False,True
Kenya,KEN,5,56.093,-0.18853596018540417,0.049555989281350465,0.7700575006430265,0.22994249935697353,False,False,False,False,False,True,False,True,False
Cambodia,KHM,5,63.927,-0.19693203961236835,0.10022642322231645,0.5283671286518231,0.4716328713481768,False,False,False,False,False,False,False,True,False
Kiribati,KIR,5,64.712,-0.20075927451421688,0.08695572110872474,0.38752086209320075,0.6124791379067993,False,False,False,False,False,False,False,True,False
Kuwait,KWT,5,73.66,-0.10493272951848549,0.1600677287434107,0.12366549820214652,0.8763345017978535,False,False,True,False,False,False,False,False,False
Lebanon,LBN,5,77.26,-0.1793585432163736,0.1404268061429045,0.14869398824520214,0.8513060117547978,False,False,True,False,False,False,False,True,False
Liberia,LBR,5,56.4,-0.1999382068333158,0.043454577515355586,0.7745448317825843,0.22545516821741562,False,False,False,False,False,True,True,False,False
Libya,LBY,5,72.063,-0.1307698783534376,0.17387600881333695,0.1722203635583658,0.8277796364416342,False,False,True,False,False,False,False,False,True
Sri Lanka,LKA,5,74.904,-0.18443062252091058,0.23718753298928835,0.1617858374034783,0.8382141625965217,False,False,False,False,True,False,False,True,False
Lesotho,LSO,5,42.595,-0.20028252552706985,0.0779805361853213,0.7948334930238847,0.2051665069761153,False,False,False,False,False,True,False,True,False
Lithuania,LTU,5,71.05609756097562,-0.18360955372505838,0.22354760697990467,0.05852345801022372,0.9414765419897764,True,False,False,False,False,False,False,False,False
Luxembourg,LUX,5,79.2878048780488,-0.18533114750956697,0.10551345765689775,0.04539378317687299,0.9546062168231271,True,False,False,False,False,False,False,False,False
Latvia,LVA,5,70.8658536585366,-0.1899926936791314,0.1797464979893852,0.05703753874369055,0.9429624612563094,True,False,False,False,False,False,False,False,False
Morocco,MAR,5,72.403,-0.14125835344609713,0.14430172346022024,0.32894331864096427,0.6710566813590356,False,False,True,False,False,False,False,True,False
Monaco,MCO,5,70.2125,-0.16577119672254398,0.07659316315392972,0.04299072856244235,0.9570092714375577,True,False,False,False,False,False,False,False,False
Moldova,MDA,5,68.022,-0.19028403999899082,0.15410544971870033,0.10297001889114597,0.8970299811088541,True,False,False,False,False,False,False,False,True
Madagascar,MDG,5,61.65,-0.19868011926808585,0.04846900260987481,0.7069910301164475,0.29300896988355246,False,False,False,False,False,True,True,False,False
Maldives,MDV,5,74.138,-0.19969983233480887,0.09782708321876317,0.2905844161254789,0.7094155838745211,False,False,False,False,True,False,False,False,True
Mexico,MEX,5,75.296,0.3928329160976881,0.15985069585484812,0.2074095879930814,0.7925904120069186,False,True,False,False,False,False,False,False,True
Marshall Islands,MHL,5,74.59556097560977,-0.20066657332364202,0.15360478943517397,0.31636464371803,0.68363535628197,False,False,False,False,False,False,False,False,True
North Macedonia,MKD,5,73.89512195121952,-0.18864190430171668,0.09574108877990511,0.06468378246832364,0.9353162175316764,True,False,False,False,False,False,False,False,True
Mali,MLI,5,52.839,-0.19834904358887087,0.046899553701695774,0.8141727866938813,0.18582721330611873,False,False,False,False,False,True,True,False,False
Malta,MLT,5,79.43902439024392,-0.1973425733788177,0.0864870455716071,0.053327425649357676,0.9466725743506423,False,False,True,False,False,False,False,False,False
Myanmar,MMR,5,61.938,-0.18764867726407175,0.10155014855025556,0.4719319127365699,0.5280680872634301,False,False,False,False,False,False,False,True,False
Montenegro,MNE,5,73.8390243902439,-0.19796499569363046,0.13186968079978922,0.060919716894840235,0.9390802831051598,True,False,False,False,False,False,False,False,True
Mongolia,MNG,5,65.538,-0.1844041358603558,0.19294451732976178,0.27365111790312363,0.7263488820968764,False,False,False,False,False,False,False,True,False
Northern Mariana Islands,MNP,5,58.0895,-0.19139645424642193,0.17002057570030757,0.12963889196709086,0.8703611080329091,False,False,False,False,False,False,False,False,False
Mozambique,MOZ,5,50.641,-0.19838877263248805,0.04617098268259409,0.8177804348785419,0.18221956512145818,False,False,False,False,False,True,True,False,False
Mauritania,MRT,5,61.552,-0.19856093197936509,0.08310812217241943,0.6699008289195502,0.3300991710804499,False,False,False,False,False,True,False,True,False
Mauritius,MUS,5,72.43219512195122,-0.1964817768023018,0.09362040672216468,0.11643506978697349,0.8835649302130265,False,False,False,False,False,True,False,False,True
Malawi,MWI,5,49.118,-0.19981901962352963,0.03409982609278714,0.8215444852456648,0.17845551475433524,False,False,False,False,False,True,True,False,False
Malaysia,MYS,5,73.744,0.029709135383416206,0.13927897925630595,0.193900569939174,0.806099430060826,False,False,False,False,False,False,False,False,True
Namibia,NAM,5,51.609,-0.19750148986902485,0.08478220595394205,0.7314636232450256,0.2685363767549745,False,False,False,False,False,True,False,False,True
Niger,NER,5,54.18,-0.1998587486671468,0.04387482298354309,0.8359575809246936,0.16404241907530634,False,False,False,False,False,True,True,False,False
Nigeria,NGA,5,48.812,-0.08329362797473647,0.03680918326527084,0.8042910146158953,0.19570898538410478,False,False,False,False,False,True,False,True,False
Nicaragua,NIC,5,71.436,-0.19482639809048857,0.15349103900866995,0.28105086463646745,0.7189491353635326,False,True,False,False,False,False,False,True,False
Netherlands,NLD,5,79.69756097560976,0.015936375003719232,0.07529768001764606,0.05432144905725214,0.9456785509427479,True,False,False,False,False,False,False,False,False
Norway,NOR,5,80.34390243902439,-0.15158791362724136,0.10500859945507503,0.05051688039995347,0.9494831196000465,True,False,False,False,False,False,False,False,False
Nepal,NPL,5,65.773,-0.19738230273817328,0.09325255665935343,0.5411336272162803,0.4588663727837196,False,False,False,False,True,False,False,True,False
Nauru,NRU,5,72.91089024390244,-0.20078576056796207,0.180207118352366,0.35053765404341863,0.6494623459565815,False,False,False,False,False,False,False,False,False
New Zealand,NZL,5,80.04878048780489,-0.15546812099178595,0.16620133538794477,0.048094987294441005,0.9519050127055589,False,False,False,False,False,False,False,False,False
Oman,OMN,5,74.577,-0.14895255404970603,0.31201202359815916,0.17131238089881348,0.8286876191011865,False,False,True,False,False,False,False,False,False
Pakistan,PAK,5,64.176,-0.025408357433226534,0.053430172923768796,0.651448545346386,0.34855145465361403,False,False,False,False,True,False,False,True,False
Panama,PAN,5,76.06,-0.19093294865862007,0.16662719336598794,0.2350092998953565,0.7649907001046435,False,True,False,False,False,False,False,False,False
Peru,PER,5,73.222,-0.16001047971476046,0.14596897595434055,0.3378942427366154,0.6621057572633846,False,True,False,False,False,False,False,False,True
Philippines,PHL,5,69.233,-0.10885266434795544,0.11631739282195017,0.3846895868572565,0.6153104131427435,False,False,False,False,False,False,False,True,False
Palau,PLW,5,65.03450000000001,-0.20052090002557676,0.174528260378565,0.18281028631434446,0.8171897136856555,False,False,False,False,False,False,False,False,True
Papua New Guinea,PNG,5,60.836,-0.19452180844035175,0.09834104940952854,0.5648159956367631,0.43518400436323684,False,False,False,False,False,False,False,True,False
Poland,POL,5,75.1439024390244,0.21509825978398706,0.15324184424930173,0.05213689477394308,0.9478631052260569,True,False,False,False,False,False,False,False,False
Puerto Rico,PRI,5,78.41634146341464,0.04715019216186897,0.13381848069769103,0.11913092396309766,0.8808690760369023,False,True,False,False,False,False,False,False,False
Portugal,PRT,5,78.41951219512195,-0.12079787546024914,0.09172583812395092,0.06909615868142358,0.9309038413185764,True,False,False,False,False,False,False,False,False
Paraguay,PRY,5,71.862,-0.19562097991004754,0.1598178220997799,0.27189501255536375,0.7281049874446364,False,True,False,False,False,False,False,False,True
Qatar,QAT,5,78.425,-0.14288724518161708,0.29836613299040526,0.1205402549260093,0.8794597450739906,False,False,True,False,False,False,False,False,False
Romania,ROU,5,72.16341463414635,-0.06940168520026418,0.12110905446829973,0.07931168850418258,0.9206883114958174,True,False,False,False,False,False,False,False,False
Rwanda,RWA,5,57.083,-0.20012360919473188,0.09192473466319825,0.7178298296239528,0.28217017037604725,False,False,False,False,False,True,True,False,False
Saudi Arabia,SAU,5,73.355,0.24337213087184706,0.3145543158373409,0.1780652058637405,0.8219347941362595,False,False,True,False,False,False,False,False,False
Sudan,SDN,5,60.969,-0.18376847116248063,0.11131217617610524,0.5564895382585222,0.4435104617414777,False,False,False,False,False,True,True,False,False
Senegal,SEN,5,61.365,-0.19347560934455058,0.05613364278342951,0.6953370804147655,0.30466291958523445,False,False,False,False,False,True,False,True,False
Singapore,SGP,5,80.14146341463415,-0.15162764614398072,0.11346135831327671,0.09482646920290803,0.905173530797092,False,False,False,False,False,False,False,False,False
Solomon Islands,SLB,5,69.462,-0.2004017127763233,0.13620933467862117,0.4361209210662103,0.5638790789337897,False,False,False,False,False,False,False,True,False
Sierra Leone,SLE,5,45.517,-0.20007063713657564,0.048728940572272166,0.7912437592374085,0.20875624076259144,False,False,False,False,False,True,True,False,False
El Salvador,SLV,5,70.333,-0.19126402433783504,0.2948048517166677,0.22425737197689935,0.7757426280231007,False,True,False,False,False,False,False,True,False
San Marino,SMR,5,61.501,-0.19567395224447487,0.09160184968142007,0.04795249358933379,0.9520475064106663,True,False,False,False,False,False,False,False,False
Somalia,SOM,5,52.669,-0.2000838801511147,0.06346984941538003,0.8172498637673679,0.18275013623263214,False,False,False,False,False,True,True,False,False
Serbia,SRB,5,73.38536585365854,-0.13065069090684764,0.10250898311006827,0.04854281455744984,0.9514571854425502,True,False,False,False,False,False,False,False,True
South Sudan,SSD,5,52.315,-0.19952767298793186,0.05484164877179414,0.8059384287735598,0.19406157122644024,False,False,False,False,False,True,True,False,False
Sao Tome and Principe,STP,5,65.27,-0.200746031489811,0.06627933640250805,0.5391466767381528,0.46085332326184725,False,False,False,False,False,True,False,True,False
Suriname,SUR,5,69.227,-0.19882579258588473,0.15516007697072617,0.2984551683204696,0.7015448316795305,False,True,False,False,False,False,False,False,True
Slovenia,SVN,5,78.08658536585367,-0.17927908323470898,0.1918275296085287,0.04731647193484415,0.952683528065156,True,False,False,False,False,False,False,False,False
Sweden,SWE,5,80.7487804878049,-0.136093570829618,0.0990202680866856,0.04048408912458736,0.9595159108754127,True,False,False,False,False,False,False,False,False
Eswatini,SWZ,5,42.733,-0.19999117897040666,0.06957564016440206,0.8043331483846604,0.1956668516153396,False,False,False,False,False,True,False,True,False
Seychelles,SYC,5,72.21707317073172,-0.20033549766416067,0.1150044441391037,0.17461859840010993,0.8253814015998902,False,False,False,False,False,True,False,False,False
Chad,TCD,5,48.907,-0.20017658133182273,0.06317920736246498,0.8295194399155121,0.17048056008448795,False,False,False,False,False,True,True,False,False
Togo,TGO,5,55.052,-0.19877282036985927,0.05432453811756514,0.773269843320113,0.22673015667988713,False,False,False,False,False,True,True,False,False
Thailand,THA,5,72.499,0.0903357121446812,0.19732131281916937,0.2068355700082371,0.7931644299917628,False,False,False,False,False,False,False,False,True
Tajikistan,TJK,5,66.771,-0.19728960132066145,0.10634195372864796,0.4340460280648874,0.5659539719351125,True,False,False,False,False,False,False,True,False
Turkmenistan,TKM,5,65.354,-0.1320941810702975,0.11239192979328819,0.3021730965122247,0.6978269034877752,True,False,False,False,False,False,False,False,True
Tonga,TON,5,69.852,-0.2006533302893693,0.08917479497495495,0.2537542124749892,0.7462457875250108,False,False,False,False,False,False,False,False,True
Trinidad and Tobago,TTO,5,70.952,-0.17428646391183647,0.168862866264835,0.16364770212131569,0.8363522978786843,False,True,False,False,False,False,False,False,False
Tunisia,TUN,5,74.391,-0.16920114127702196,0.1443994519231775,0.1633448865221766,0.8366551134778234,False,False,True,False,False,False,False,True,False
Tuvalu,TUV,5,64.755,-0.20083873267791913,0.12026584794394338,0.21332356406842498,0.7866764359315751,False,False,False,False,False,False,False,False,True
Tanzania,TZA,5,55.119,-0.19283994401519877,0.04524992414043614,0.7637535207407585,0.23624647925924142,False,False,False,False,False,True,False,True,False
Uganda,UGA,5,52.784,-0.19767364905803267,0.04622296734462849,0.8090092773296739,0.19099072267032605,False,False,False,False,False,True,True,False,False
Ukraine,UKR,5,68.07756097560977,0.20172279426079948,0.15409999920021883,0.07929649536540774,0.9207035046345922,True,False,False,False,False,False,False,True,False
Uruguay,URY,5,76.046,-0.19246913960810497,0.14207573975666,0.09583304370450958,0.9041669562954905,False,True,False,False,False,False,False,False,False
United States,USA,5,77.68780487804878,7.285537330382609,0.11358151333860171,0.061975103539965666,0.9380248964600344,False,False,False,True,False,False,False,False,False
Uzbekistan,UZB,5,68.676,-0.032188780877226604,0.12287184534168438,0.311351961514836,0.688648038485164,True,False,False,False,False,False,False,True,False
Vietnam,VNM,5,74.295,-0.0752153733189889,0.1524378288604278,0.251282864651636,0.748717135348364,False,False,False,False,False,False,False,True,False
Vanuatu,VUT,5,68.515,-0.20075927451421688,0.12787969388225437,0.3905784945913571,0.6094215054086429,False,False,False,False,False,False,False,True,False
Samoa,WSM,5,70.642,-0.20058711515747302,0.1306095022550395,0.18940157271458183,0.8105984272854181,False,False,False,False,False,False,False,True,False
South Africa,ZAF,5,53.795,0.3021049644474855,0.1182457779030911,0.7252113086379964,0.2747886913620035,False,False,False,False,False,True,False,False,True
Zambia,ZMB,5,49.757,-0.19796499569363046,0.04381998227147259,0.8092829759339353,0.1907170240660647,False,False,False,False,False,True,True,False,False
Zimbabwe,ZWE,5,43.853,-0.18783408009909539,0.04163286814789737,0.8285048646422752,0.17149513535772487,False,False,False,False,False,True,False,True,False
Afghanistan,AFG,6,59.375,-0.19850795992120882,0.1754706401461589,0.5552597441118555,0.4447402558881445,False,False,False,False,True,False,True,False,False
Angola,AGO,6,52.177,-0.17837855950900608,0.09461355765259317,0.7652671105792125,0.23473288942078754,False,False,False,False,False,True,False,True,False
Albania,ALB,6,75.646,-0.19536936263380533,0.13770957399730757,0.13173714957246624,0.8682628504275338,True,False,False,False,False,False,False,False,True
Andorra,AND,6,75.7065,-0.20013685220927094,0.11778430147467885,0.048231612161464356,0.9517683878385357,True,False,False,False,False,False,False,False,False
United Arab Emirates,ARE,6,75.767,-0.02626914611628263,0.28928731108765915,0.10114619298957621,0.8988538070104237,False,False,True,False,False,False,False,False,False
Argentina,ARG,6,74.787,0.014757746394004751,0.13718777720741138,0.14907760851567275,0.8509223914843272,False,True,False,False,False,False,False,False,True
Armenia,ARM,6,72.815,-0.19396560182971107,0.10387820890856865,0.1104757424295908,0.8895242575704092,True,False,False,False,False,False,False,False,True
American Samoa,ASM,6,74.0955,-0.1971041991368482,0.11834301098087673,0.16938406125128833,0.8306159387487118,False,False,False,False,False,False,False,False,True
Antigua and Barbuda,ATG,6,75.376,-0.20024279644398535,0.10948345378946146,0.14348482710905813,0.8565151728909419,False,True,False,False,False,False,False,False,False
Australia,AUS,6,81.29268292682927,0.309997797323907,0.13652673951006272,0.04506824443256047,0.9549317555674396,False,False,False,False,False,False,False,False,False
Austria,AUT,6,80.18048780487806,-0.10650865298470974,0.10516953416373578,0.034667466227282465,0.9653325337727175,True,False,False,False,False,False,False,False,False
Azerbaijan,AZE,6,69.752,-0.1642614927493523,0.08431047590691812,0.2718202285806299,0.7281797714193701,True,False,False,False,False,False,False,False,True
Burundi,BDI,6,54.944,-0.2006136012062848,0.08310482605360468,0.7765478384924016,0.22345216150759845,False,False,False,False,False,True,True,False,False
Belgium,BEL,6,79.7829268292683,-0.06234315939815778,0.1389697011712845,0.057528238099221,0.942471761900779,True,False,False,False,False,False,False,False,False
Benin,BEN,6,58.255,-0.1955547648373522,0.055878894480832546,0.7624143039592072,0.23758569604079283,False,False,False,False,False,True,False,True,False
Burkina Faso,BFA,6,54.841,-0.19898470891822267,0.04762611194103991,0.7846634161116484,0.2153365838883517,False,False,False,False,False,True,True,False,False
Bangladesh,BGD,6,68.648,-0.15054171326848675,0.10434126363703895,0.47962595234520833,0.5203740476547916,False,False,False,False,True,False,False,True,False
Bulgaria,BGR,6,72.66341463414635,-0.13119365481868764,0.10035383131874706,0.04810164772741661,0.9518983522725835,True,False,False,False,False,False,False,False,True
Bahrain,BHR,6,75.625,-0.1703930132170145,0.15173557297379445,0.10820771879386187,0.8917922812061381,False,False,True,False,False,False,False,False,False
Bosnia and Herzegovina,BIH,6,75.498,-0.17583589819159887,0.1203024904428167,0.05559114574264016,0.9444088542573598,True,False,False,False,False,False,False,False,True
Belarus,BLR,6,70.20731707317074,-0.12450592205709407,0.1981023290183702,0.05670920804453044,0.9432907919554696,True,False,False,False,False,False,False,False,True
Belize,BLZ,6,70.636,-0.2001500953027446,0.22126328685728008,0.29578053846930774,0.7042194615306923,False,True,False,False,False,False,False,False,True
Bermuda,BMU,6,78.93414634146342,-0.1925022471444526,0.0809131629322348,0.08615298690240206,0.913847013097598,False,False,False,True,False,False,False,False,False
Bolivia,BOL,6,66.395,-0.1848543989861606,0.129211697307648,0.4256642225471808,0.5743357774528193,False,True,False,False,False,False,False,True,False
Brazil,BRA,6,72.618,0.26604418691816695,0.18262220784753366,0.23298342833890567,0.7670165716610944,False,True,False,False,False,False,False,False,True
Barbados,BRB,6,78.097,-0.19889200765858003,0.08777045792702638,0.13267078809060123,0.8673292119093988,False,True,False,False,False,False,False,False,False
Bhutan,BTN,6,66.709,-0.20042819884486873,0.09787135027305115,0.4796480219438668,0.5203519780561332,False,False,False,False,True,False,False,True,False
Botswana,BWA,6,54.983,-0.19513098774062543,0.0946072435728552,0.7308551023562978,0.2691448976437022,False,False,False,False,False,True,False,False,True
Central African Republic,CAF,6,45.636,-0.20053414305984948,0.0765412308754373,0.8154230594657416,0.1845769405342584,False,False,False,False,False,True,True,False,False
Canada,CAN,6,80.54390243902441,0.5561591928001439,0.11174821445673844,0.053821035181352415,0.9461789648186476,False,False,False,True,False,False,False,False,False
Switzerland,CHE,6,81.74146341463415,-0.14319183420027726,0.12320520927928455,0.04224329320489749,0.9577567067951025,True,False,False,False,False,False,False,False,False
Chile,CHL,6,78.099,-0.11534174968129443,0.15334923266293285,0.08836946806399186,0.9116305319360082,False,True,False,False,False,False,False,False,False
China,CHN,6,73.553,9.060235530572971,0.13661212047303306,0.09919720658484976,0.9008027934151501,False,False,False,False,False,False,False,False,True
Cote d'Ivoire,CIV,6,51.091,-0.19335642252943738,0.04637037788619333,0.7971859318315377,0.20281406816846229,False,False,False,False,False,True,False,True,False
Cameroon,CMR,6,53.681,-0.19273399989888626,0.05256662703598107,0.7815835994178011,0.21841640058219894,False,False,False,False,False,True,False,True,False
Colombia,COL,6,74.732,-0.12247974051687888,0.2757574575521858,0.22204008320641036,0.7779599167935898,False,True,False,False,False,False,False,False,True
Comoros,COM,6,60.734,-0.2007063024067265,0.0889691353304447,0.6464933955652644,0.35350660443473564,False,False,False,False,False,True,False,True,False
Costa Rica,CRI,6,78.362,-0.190787275182952,0.15851364339301321,0.12777529879948166,0.8722247012005183,False,True,False,False,False,False,False,False,True
Cuba,CUB,6,78.019,-0.1641952760979651,0.11660055013026666,0.0875655393423186,0.9124344606576814,False,True,False,False,False,False,False,False,True
Cyprus,CYP,6,78.91,-0.1898470195719866,0.11935184050551317,0.045620324510733924,0.9543796754892662,True,False,False,False,False,False,False,False,False
Germany,DEU,6,79.53414634146343,0.8371364776041779,0.07810545501322289,0.03840929805024295,0.961590701949757,True,False,False,False,False,False,False,False,False
Djibouti,DJI,6,58.719,-0.2002295534294463,0.06933969171385716,0.7122344393749651,0.28776556062503494,False,False,True,False,False,False,False,True,False
Dominica,DMA,6,68.45706097560976,-0.2006136012062848,0.12809502886464158,0.15101203570104166,0.8489879642989584,False,True,False,False,False,False,False,False,True
Denmark,DNK,6,78.19512195121952,-0.1301209677993781,0.08350060501216808,0.04811238700473968,0.9518876129952603,True,False,False,False,False,False,False,False,False
Dominican Republic,DOM,6,71.304,-0.17353161176737147,0.1652865053901721,0.3526985099203714,0.6473014900796287,False,True,False,False,False,False,False,False,True
Algeria,DZA,6,73.936,-0.06477987154743906,0.17100689553974313,0.24535404248929454,0.7546459575107055,False,False,True,False,False,False,False,True,False
Ecuador,ECU,6,74.514,-0.16027534126849527,0.23041666528975865,0.2813175116392272,0.7186824883607729,False,True,False,False,False,False,False,False,True
Eritrea,ERI,6,60.243,-0.20017658133182273,0.09814058986480825,0.7077480446454979,0.29225195535450216,False,False,False,False,False,True,True,False,False
Spain,ESP,6,80.87317073170732,0.26885170221158744,0.09336758319665536,0.0504251874508544,0.9495748125491456,True,False,False,False,False,False,False,False,False
Estonia,EST,6,72.81463414634148,-0.17439240802814904,0.15982806346262685,0.050631479923999925,0.949368520076,True,False,False,False,False,False,False,False,False
Ethiopia,ETH,6,58.467,-0.19295913146178872,0.06408797891562124,0.7691401701623171,0.23085982983768288,False,False,False,False,False,True,True,False,False
Finland,FIN,6,79.26341463414636,-0.11463987085793913,0.15443276504822234,0.03198082914992707,0.9680191708500729,True,False,False,False,False,False,False,False,False
Fiji,FJI,6,66.413,-0.19918335429417783,0.09504315339245113,0.2077768989863329,0.792223101013667,False,False,False,False,False,False,False,False,True
France,FRA,6,81.11219512195123,0.2796447612710939,0.13346265803845278,0.05150789791564408,0.948492102084356,True,False,False,False,False,False,False,False,False
Gabon,GAB,6,59.229,-0.19430992020772672,0.08949812557207379,0.6027012698914886,0.3972987301085113,False,False,False,False,False,True,False,False,True
United Kingdom,GBR,6,79.44878048780488,0.5016906155893746,0.07260486208206567,0.0605073258009885,0.9394926741990115,True,False,False,False,False,False,False,False,False
Georgia,GEO,6,70.765,-0.19339615125731618,0.09505114480387317,0.09786292537420134,0.9021370746257987,True,False,False,False,False,False,False,False,True
Ghana,GHA,6,59.741,-0.18877433507858404,0.05867788506897819,0.6966379318855641,0.3033620681144358,False,False,False,False,False,True,False,True,False
Guinea,GIN,6,54.864,-0.1982298563001501,0.05825195612121056,0.7516561575952012,0.24834384240479881,False,False,False,False,False,True,True,False,False
Guinea-Bissau,GNB,6,53.136,-0.20054738607438855,0.08326421039943421,0.7299183512196483,0.2700816487803516,False,False,False,False,False,True,True,False,False
Equatorial Guinea,GNQ,6,54.842,-0.1895424305533265,0.06176961107732579,0.7416270028002305,0.2583729971997695,False,False,False,False,False,True,False,False,True
Greece,GRC,6,79.43902439024392,-0.06271396254229825,0.08877050115430052,0.038094688602922776,0.9619053113970771,True,False,False,False,False,False,False,False,False
Grenada,GRD,6,73.096,-0.20048117094249226,0.11573243030647323,0.15899385444154926,0.8410061455584508,False,True,False,False,False,False,False,False,True
Greenland,GRL,6,69.37268292682927,-0.19244927506656273,0.26961700383695575,0.0912310775011074,0.9087689224988926,True,False,False,False,False,False,False,False,False
Guatemala,GTM,6,70.409,-0.1844173791906332,0.2284717622980294,0.4285734727112514,0.5714265272887487,False,True,False,False,False,False,False,False,True
Guam,GUM,6,77.227,-0.1915686137511681,0.1241142830816305,0.16092707027331338,0.8390729297266867,False,False,False,False,False,False,False,False,False
Guyana,GUY,6,67.247,-0.19871984831170303,0.19049100222091658,0.3114967461532498,0.6885032538467503,False,True,False,False,False,False,False,False,True
Honduras,HND,6,72.544,-0.1895424305533265,0.21886694941486926,0.3026108357832162,0.6973891642167839,False,True,False,False,False,False,False,True,False
Croatia,HRV,6,75.70560975609757,-0.17055193065443675,0.12896362489946117,0.043087164087484704,0.9569128359125152,True,False,False,False,False,False,False,False,False
Haiti,HTI,6,59.408,-0.19813715519837666,0.1256817204420163,0.547428020153577,0.45257197984642306,False,True,False,False,False,False,False,True,False
Hungary,HUN,6,73.15121951219513,-0.12953827642261279,0.11660810246875757,0.03615607655208563,0.9638439234479143,True,False,False,False,False,False,False,False,False
Indonesia,IDN,6,68.105,0.3023300732772249,0.08523478265203656,0.35598535412766374,0.6440146458723364,False,False,False,False,False,False,False,True,False
India,IND,6,65.35,1.5693964250978472,0.12041433772816018,0.5204368485509541,0.4795631514490459,False,False,False,False,True,False,False,True,False
Ireland,IRL,6,79.64146341463415,-0.13945730094287742,0.10484319530248315,0.05232653051609461,0.9476734694839053,True,False,False,False,False,False,False,False,False
Iraq,IRQ,6,68.13,-0.09934417043675635,0.5512670075202837,0.3322685950360138,0.6677314049639862,False,False,True,False,False,False,False,False,True
Iceland,ISL,6,81.45365853658538,-0.1977001350871108,0.10105059591886353,0.05154542211785933,0.9484545778821407,True,False,False,False,False,False,False,False,False
Israel,ISR,6,80.50487804878051,-0.11265341678264931,0.11769580821879708,0.06821816930017553,0.9317818306998246,False,False,True,False,False,False,False,False,False
Italy,ITA,6,81.43414634146342,0.40749295687281023,0.07403879062042308,0.03634058223966807,0.9636594177603319,True,False,False,False,False,False,False,False,False
Jamaica,JAM,6,74.129,-0.18493385644191826,0.12472921450722335,0.19719190703492548,0.8028080929650745,False,True,False,False,False,False,False,False,True
Jordan,JOR,6,72.931,-0.1729224312041443,0.12360129388385742,0.23140272384473692,0.7685972761552631,False,False,True,False,False,False,False,False,True
Japan,JPN,6,82.50707317073172,1.4215114825091977,0.11550782851211205,0.06369085558564758,0.9363091444143525,False,False,False,False,False,False,False,False,False
Kazakhstan,KAZ,6,66.34,0.06187643948474905,0.2201448527404589,0.1589698542552446,0.8410301457447554,True,False,False,False,False,False,False,False,True
Kenya,KEN,6,57.463,-0.18844325939936907,0.05306280368729134,0.7558032203757302,0.24419677962426978,False,False,False,False,False,True,False,True,False
Cambodia,KHM,6,64.697,-0.19600502764741876,0.10226503905234847,0.510627737425299,0.48937226257470096,False,False,False,False,False,False,False,True,False
Kiribati,KIR,6,64.953,-0.20077251754355618,0.08931290480189452,0.3784500888968739,0.621549911103126,False,False,False,False,False,False,False,True,False
Kuwait,KWT,6,73.807,-0.10735620591520979,0.15489119491147324,0.12367906885584552,0.8763209311441545,False,False,True,False,False,False,False,False,False
Lebanon,LBN,6,77.609,-0.18093446289373732,0.09354930055845323,0.14401944622839843,0.8559805537716015,False,False,True,False,False,False,False,True,False
Liberia,LBR,6,57.365,-0.20000442198494572,0.04498713054877632,0.7644728639943009,0.235527136005699,False,False,False,False,False,True,True,False,False
Libya,LBY,6,72.155,-0.13544466532737254,0.178632648395169,0.1606639748512292,0.8393360251487708,False,False,True,False,False,False,False,False,True
Sri Lanka,LKA,6,75.037,-0.18285470158059342,0.2279020279089424,0.15303410782490295,0.846965892175097,False,False,False,False,True,False,False,True,False
Lesotho,LSO,6,42.854,-0.20026928251253076,0.08387737599126767,0.7839237135660155,0.21607628643398447,False,False,False,False,False,True,False,True,False
Lithuania,LTU,6,70.9,-0.18335793676455453,0.2197349623955161,0.05847920533780515,0.9415207946621948,True,False,False,False,False,False,False,False,False
Luxembourg,LUX,6,79.3829268292683,-0.18613897297514181,0.10399860069673066,0.04532793707421691,0.9546720629257831,True,False,False,False,False,False,False,False,False
Latvia,LVA,6,71.01951219512196,-0.18955567388360395,0.1683184996710086,0.056521867685987555,0.9434781323140125,True,False,False,False,False,False,False,False,False
Morocco,MAR,6,73.009,-0.13947054679906187,0.14478954397826493,0.3116836962808701,0.6883163037191299,False,False,True,False,False,False,False,True,False
