Year,Life Expectancy,CO2,Injuries,Communicable,Region_Europe & Central Asia,Region_Latin America & Caribbean,Region_Middle East & North Africa,Region_North America,Region_South Asia,Region_Sub-Saharan Africa,IncomeGroup_Low income,IncomeGroup_Lower middle income,IncomeGroup_Upper middle income
0,68.304,-0.18786056605239632,0.17398103132404388,0.5334622063137433,0,1,0,0,0,0,0,0,1
0,75.373,-0.19327034265076892,0.13488769438734166,0.16465669263601013,0,0,0,0,0,0,0,0,0
0,65.532,-0.19868011924914153,0.1777056997638268,0.3828446669823777,0,1,0,0,0,0,0,0,1
0,70.976,-0.19317101994700442,0.2123868547020713,0.3742666817071958,0,1,0,0,0,0,0,1,0
0,74.51292682926831,-0.17542536354108204,0.13550669836184312,0.051752587085587894,1,0,0,0,0,0,0,0,0
0,57.382,-0.19873309135781592,0.11484684354,0.5991806141468565,0,1,0,0,0,0,0,1,0
0,72.2487804878049,-0.1263202187999177,0.13247059061176333,0.04148754021194578,1,0,0,0,0,0,0,0,0
0,66.037,0.19916690294990363,0.0966344514237769,0.4265274865555545,0,0,0,0,0,0,0,1,0
0,62.907,1.0619236369297782,0.11783301901300214,0.5821281642218795,0,0,0,0,1,0,0,1,0
0,77.13414634146342,-0.1414967279351319,0.10976123998330801,0.06463326501220654,1,0,0,0,0,0,0,0,0
0,68.983,-0.07166624567511044,0.20393064322293772,0.4135559808562475,0,0,1,0,0,0,0,0,1
0,80.69024390243904,-0.19799148183637438,0.10849213765994573,0.054789088797342296,1,0,0,0,0,0,0,0,0
0,79.40731707317074,-0.12410863326276168,0.13753063934313678,0.0722968238566909,0,0,1,0,0,0,0,0,0
0,80.12682926829268,0.37729886139472607,0.09029337489407308,0.0383562180342758,1,0,0,0,0,0,0,0,0
0,74.139,-0.18750300431884415,0.09921617448439773,0.24246019189573617,0,1,0,0,0,0,0,0,1
0,71.907,-0.1793320565558187,0.14085232474979137,0.2643826117392885,0,0,1,0,0,0,0,0,1
0,81.41707317073171,1.3490854380536745,0.12499036544252792,0.06586782662612267,0,0,0,0,0,0,0,0,0
0,65.76,-0.045325864636767424,0.20739343386704281,0.1829908163153762,1,0,0,0,0,0,0,0,1
0,51.101,-0.19077403202948806,0.038777336802986284,0.8152251719041748,0,0,0,0,0,1,0,1,0
0,59.335,-0.198004724863543,0.09186704146161134,0.6116542205804375,0,0,0,0,0,0,0,1,0
0,63.446,-0.20081224662328595,0.0828761609711909,0.41452708880234224,0,0,0,0,0,0,0,1,0
0,73.21,-0.13041231419501473,0.15836716625489097,0.12600437125294991,0,0,1,0,0,0,0,0,0
0,74.999,-0.17848450281702835,0.10508169160880308,0.17109131842132352,0,0,1,0,0,0,0,1,0
0,52.236,-0.2002560394822048,0.04884082389084569,0.8206948532180627,0,0,0,0,0,1,1,0,0
0,71.038,-0.14198671994037007,0.18642787965168883,0.22028211616420634,0,0,1,0,0,0,0,0,1
0,72.233,-0.18648329122686202,0.23987695279233767,0.19835356875485047,0,0,0,0,1,0,0,1,0
0,46.197,-0.20032225461804778,0.07496356802775966,0.7923052963948388,0,0,0,0,0,1,0,1,0
0,71.65853658536585,-0.18608600041180406,0.25345970404987533,0.05932124846368447,1,0,0,0,0,0,0,0,0
0,77.82439024390246,-0.18877433492702964,0.11448061956904351,0.048279181917073,1,0,0,0,0,0,0,0,0
0,70.7609756097561,-0.191105107708703,0.2196609976717758,0.061763450136499684,1,0,0,0,0,0,0,0,0
0,69.193,-0.15281951616428388,0.14788085922518052,0.39949808709468937,0,0,1,0,0,0,0,1,0
0,68.189,-0.17218744339835965,0.07699508602470938,0.04336113843011149,1,0,0,0,0,0,0,0,0
0,67.185,-0.19155537063243538,0.16443082551751134,0.11291300408296812,1,0,0,0,0,0,0,0,1
0,59.129,-0.19864039016763574,0.04629993274518012,0.7342343546274506,0,0,0,0,0,1,1,0,0
0,70.964,-0.20021631040069898,0.10222481688189368,0.3505986658259969,0,0,0,0,1,0,0,0,1
0,74.658,0.30083362252323664,0.16019006675467606,0.25595784903597024,0,1,0,0,0,0,0,0,1
0,74.04729268292684,-0.20070630240593715,0.15210909074032822,0.36148548303259825,0,0,0,0,0,0,0,0,1
0,73.43658536585367,-0.1890391954704016,0.12060630437542846,0.0760298574354409,1,0,0,0,0,0,0,0,1
0,48.758,-0.19871984833064732,0.052687837274342335,0.8328749177701661,0,0,0,0,0,1,1,0,0
0,78.84390243902439,-0.19755446193981063,0.08370837212780101,0.05794136837177955,0,0,1,0,0,0,0,0,0
0,60.377,-0.18979404801901173,0.1040788436488448,0.5292970391296831,0,0,0,0,0,0,0,1,0
0,73.18751219512195,-0.19864039016763574,0.1409200678552444,0.08121677355430539,1,0,0,0,0,0,0,0,1
0,63.319,-0.18897298033455862,0.1670209999933004,0.3432358826144953,0,0,0,0,0,0,0,1,0
0,56.307,-0.19397884460428896,0.20142072876447878,0.1631774580993331,0,0,0,0,0,0,0,0,0
0,49.295,-0.1989847088740193,0.041478782168849475,0.8408839769449415,0,0,0,0,0,1,1,0,0
0,60.788,-0.1989979519011879,0.07737481881300397,0.7071570714723754,0,0,0,0,0,1,0,1,0
0,71.7658536585366,-0.19744851772246186,0.09831701269714835,0.13446103147541258,0,0,0,0,0,1,0,0,1
0,45.204,-0.19995144985732702,0.03197278537494611,0.8459968286555984,0,0,0,0,0,1,1,0,0
0,72.782,-0.029407745980111664,0.1433684993072152,0.22093319839862033,0,0,0,0,0,0,0,0,1
0,51.399,-0.19759419102131642,0.08259494088119719,0.7450528984900758,0,0,0,0,0,1,0,0,1
0,50.584,-0.19996469288449562,0.03925404537670967,0.86221608636485,0,0,0,0,0,1,1,0,0
0,46.51,-0.06583931372092697,0.035436305507871316,0.8238502082274904,0,0,0,0,0,1,0,1,0
0,69.934,-0.1956474660275324,0.15993724798467351,0.354215706036457,0,1,0,0,0,0,0,1,0
0,78.19024390243904,0.020465494336831418,0.07872143296279217,0.058026897245483454,1,0,0,0,0,0,0,0,0
0,78.78536585365853,-0.1548721853754167,0.10664108446578535,0.051613820772825524,1,0,0,0,0,0,0,0,0
0,62.945,-0.19626988830445655,0.08080301921356216,0.6265118726645759,0,0,0,0,1,0,0,1,0
0,70.81884146341464,-0.20074603148744294,0.18025216080491654,0.35815620233518564,0,0,0,0,0,0,0,0,0
0,78.69268292682928,-0.15897752379768232,0.16842299943596112,0.048259750706591234,0,0,0,0,0,0,0,0,0
0,72.58,-0.1637317705512093,0.3161664128301193,0.20701486148960624,0,0,1,0,0,0,0,0,0
0,63.066,-0.06863359245350131,0.05013712693218779,0.6801124265657492,0,0,0,0,1,0,0,1,0
0,75.233,-0.19261481280592327,0.16550960337753465,0.26128204009853895,0,1,0,0,0,0,0,0,0
0,71.505,-0.16570498159933053,0.16593856686278077,0.38918638053652665,0,1,0,0,0,0,0,0,1
0,68.835,-0.1075151202205074,0.12479887775439241,0.43028574005601866,0,0,0,0,0,0,0,1,0
0,64.161,-0.20056062910708256,0.18499835895107833,0.20157141936928508,0,0,0,0,0,0,0,0,1
0,59.487,-0.19636258949463675,0.09889037076890618,0.5761480921035909,0,0,0,0,0,0,0,1,0
0,74.2,0.18800303104677485,0.16044132857294233,0.05470493191610498,1,0,0,0,0,0,0,0,0
0,77.06682926829271,0.03421837805142127,0.13763836883113864,0.138048449607162,0,1,0,0,0,0,0,0,0
0,76.81463414634149,-0.1195662749439323,0.10749621865028543,0.07562277681397714,1,0,0,0,0,0,0,0,0
0,70.786,-0.19607124289692757,0.1567828833198445,0.32095495202361407,0,1,0,0,0,0,0,0,1
0,77.612,-0.16291070286675619,0.2757475619221057,0.14938996758610829,0,0,1,0,0,0,0,0,0
0,71.16097560975611,-0.07473862797822536,0.13168891788394876,0.09584172982880365,1,0,0,0,0,0,0,0,0
0,49.936,-0.2001103661833502,0.0914686994038955,0.798068764827133,0,0,0,0,0,1,1,0,0
0,72.759,0.1356401016221352,0.27245010606784076,0.2318581072300561,0,0,1,0,0,0,0,0,0
0,58.859,-0.19257508372441748,0.10334711971379781,0.6133860883422161,0,0,0,0,0,1,1,0,0
0,58.177,-0.19494558558759667,0.052009651021349974,0.7333407995623796,0,0,0,0,0,1,0,1,0
0,78.25121951219512,-0.14519153251517097,0.12749535327646142,0.09573084719951701,0,0,0,0,0,0,0,0,0
0,67.816,-0.20052090002557676,0.13882701302044737,0.45041837031154885,0,0,0,0,0,0,0,1,0
0,40.369,-0.2002692825093734,0.044083990776395,0.8120238717181691,0,0,0,0,0,1,1,0,0
0,69.162,-0.19307831875682424,0.3349160296467872,0.28950733193155936,0,1,0,0,0,0,0,1,0
0,60.1875,-0.19662745003800872,0.09776392771777309,0.05188429437768234,1,0,0,0,0,0,0,0,0
0,51.213,-0.2001765813191932,0.05665861972880971,0.8314414133848121,0,0,0,0,0,1,1,0,0
0,72.23414634146341,-0.14125835344609713,0.11846343479302603,0.06241625562813607,1,0,0,0,0,0,0,0,1
0,49.592,-0.200150095264856,0.0548609939660444,0.8200405926505532,0,0,0,0,0,1,1,0,0
0,62.017,-0.20078576056894873,0.05271640981124205,0.6157750242897169,0,0,0,0,0,1,0,1,0
0,67.913,-0.19883903557516472,0.13579458033506897,0.3603486043395992,0,1,0,0,0,0,0,0,1
0,75.75853658536586,-0.18048419991948678,0.1918336263059886,0.05045853091875965,1,0,0,0,0,0,0,0,0
0,79.79512195121951,-0.13132608306964805,0.09825361497432267,0.04218828705220535,1,0,0,0,0,0,0,0,0
0,45.799,-0.2000441510475072,0.07213096490898448,0.8010134389783723,0,0,0,0,0,1,0,1,0
0,73.25365853658538,-0.2004281988353966,0.1229682758879839,0.1835414141983485,0,0,0,0,0,1,0,0,0
0,47.789,-0.20040171278105937,0.04640140598499876,0.8384646001932016,0,0,0,0,0,1,1,0,0
0,53.554,-0.19928929849889707,0.053161623089221385,0.7862048502820331,0,0,0,0,0,1,1,0,0
0,70.832,0.02846428274666509,0.23798121998748775,0.2663998192545572,0,0,0,0,0,0,0,0,1
0,62.807,-0.198004724863543,0.11378651635291327,0.5160998099412073,1,0,0,0,0,0,0,1,0
0,63.842,-0.14904525342123323,0.1216774286215293,0.38633909232895336,1,0,0,0,0,0,0,0,1
0,69.725,-0.20073278846027434,0.090416924357478,0.27003826999176944,0,0,0,0,0,0,0,0,1
0,69.65,-0.18546357813487993,0.12739891954019478,0.21015886787377247,0,1,0,0,0,0,0,0,0
0,73.415,-0.17228676610212412,0.15121302300544284,0.2050406275674833,0,0,1,0,0,0,0,1,0
0,62.429500000000004,-0.20083873267762314,0.11697947570772053,0.25837815254927465,0,0,0,0,0,0,0,0,1
0,51.444,-0.19670690820102033,0.03642910526526379,0.8105275866479802,0,0,0,0,0,1,0,1,0
0,47.22,-0.1991303821728739,0.038226279021406934,0.8448420567726369,0,0,0,0,0,1,1,0,0
0,67.83707317073171,0.1971672058474452,0.1860793239716118,0.07238266302995905,1,0,0,0,0,0,0,1,0
0,74.939,-0.19429667725633534,0.14490012000770924,0.1075492593036586,0,1,0,0,0,0,0,0,0
0,76.83658536585367,7.411584359512182,0.11605665180256727,0.06395736154695474,0,0,0,1,0,0,0,0,0
0,67.374,-0.03438712419550481,0.13071833517544254,0.3501941885358835,1,0,0,0,0,0,0,1,0
0,73.228,-0.12573752560449933,0.14836624094109838,0.29985826234131113,0,0,0,0,0,0,0,1,0
0,67.583,-0.20073278846027434,0.13671792572079103,0.39863611804305593,0,0,0,0,0,0,0,1,0
0,69.103,-0.20064008727009416,0.13805726206603108,0.20892200034173639,0,0,0,0,0,0,0,1,0
0,55.089,0.22364001715747422,0.14387034001395063,0.6832466068170769,0,0,0,0,0,1,0,0,1
0,44.615,-0.19841525870576956,0.035342880760132846,0.8486241852096569,0,0,0,0,0,1,1,0,0
0,44.01,-0.1824441679404394,0.0402047766900546,0.8412242235066306,0,0,0,0,0,1,0,1,0
1,56.784,-0.19948794394431466,0.12377580843352616,0.6267243919587747,0,0,0,0,1,0,1,0,0
1,47.702,-0.18007366663295976,0.08795972541969514,0.8032368631578285,0,0,0,0,0,1,0,1,0
1,74.579,-0.19587259750202812,0.16510687307567934,0.19156840996521127,1,0,0,0,0,0,0,0,1
1,74.6685,-0.2001500953027446,0.11684424994306333,0.04777906122020372,1,0,0,0,0,0,0,0,0
1,74.758,-0.06954735930740905,0.26475582282511817,0.11667185907310221,0,0,1,0,0,0,0,0,0
1,73.932,-0.04528613393868133,0.1434815639215672,0.15969600880037368,0,1,0,0,0,0,0,0,1
1,72.112,-0.19672015137974333,0.11103466380335299,0.12961796571452094,1,0,0,0,0,0,0,0,1
1,73.2535,-0.198527824521952,0.12070572579557956,0.20758273984080433,0,0,0,0,0,0,0,0,1
1,74.395,-0.20033549766416067,0.12316196700217559,0.1805438687085023,0,1,0,0,0,0,0,0,0
1,79.93658536585367,0.2671168688856629,0.13871916598781323,0.047250294570178264,0,0,0,0,0,0,0,0,0
1,78.67804878048783,-0.10898509259891585,0.109328535143228,0.03521337788560391,1,0,0,0,0,0,0,0,0
1,67.391,-0.16618173017325494,0.08535864824862469,0.320120076432345,1,0,0,0,0,0,0,0,1
1,50.81,-0.20057387214293396,0.21148409751281635,0.8165925258263567,0,0,0,0,0,1,1,0,0
1,78.07560975609758,-0.05405302156159973,0.13659571848545463,0.056213362574413527,1,0,0,0,0,0,0,0,0
1,56.025,-0.19796499569363046,0.0552678975389393,0.7738830494955791,0,0,0,0,0,1,0,1,0
1,51.384,-0.19958064512502272,0.04376589891262875,0.804447469011046,0,0,0,0,0,1,1,0,0
1,66.43,-0.16452635177718009,0.10007780842198613,0.5731206816272317,0,0,0,0,1,0,0,1,0
1,71.86585365853658,-0.14311237927042655,0.111738471613541,0.05332781354632686,1,0,0,0,0,0,0,0,1
1,74.822,-0.1780474838297911,0.1543431160196246,0.12027585713838314,0,0,1,0,0,0,0,0,0
1,74.803,-0.18157012759161234,0.12766557034343937,0.06921521026198019,1,0,0,0,0,0,0,0,1
1,68.05609756097562,-0.132200122660703,0.2150109196852265,0.05608395618143978,1,0,0,0,0,0,0,0,1
1,69.272,-0.20016333831728367,0.22813528232108876,0.3385414207287362,0,1,0,0,0,0,0,0,1
1,78.08780487804879,-0.19501180060977386,0.08236440556800459,0.1038324670250497,0,0,0,1,0,0,0,0,0
1,63.64,-0.18986026290226404,0.13651236810879727,0.4873829518728791,0,1,0,0,0,0,0,1,0
1,70.813,0.21995846853724746,0.1870330511816536,0.2685281998078394,0,1,0,0,0,0,0,0,1
1,77.534,-0.19903768097637894,0.09097745093053727,0.1539733254278329,0,1,0,0,0,0,0,0,0
1,62.728,-0.20053414305984948,0.08872379861352131,0.5712621441753423,0,0,0,0,1,0,0,1,0
1,50.232,-0.19551503547799665,0.06954207043286612,0.8001867448217653,0,0,0,0,0,1,0,0,1
1,44.063,-0.20052090002557676,0.07165727773701927,0.8279622550098031,0,0,0,0,0,1,1,0,0
1,79.49024390243902,0.4935461215490776,0.11520921064770664,0.05273226718392652,0,0,0,1,0,0,0,0,0
1,80.38536585365854,-0.14315210673535192,0.13392998362459294,0.044850759776282945,1,0,0,0,0,0,0,0,0
1,76.894,-0.13580222766714228,0.1631661247695408,0.09814638822327332,0,1,0,0,0,0,0,0,0
1,72.061,4.844820911290225,0.14300981025007833,0.14049217724575885,0,0,0,0,0,0,0,0,1
1,49.475,-0.1917937449193976,0.04713865397444171,0.8202513186253183,0,0,0,0,0,1,0,1,0
1,51.536,-0.19405830261574614,0.04996578985384491,0.7954146325316962,0,0,0,0,0,1,0,1,0
1,73.517,-0.12567130986243863,0.4257808666629607,0.2571101493379466,0,1,0,0,0,0,0,0,1
1,59.617,-0.2007063024067265,0.0634145962978879,0.7020149594803408,0,0,0,0,0,1,0,1,0
1,77.74,-0.19354182473298426,0.16331120626356743,0.14660797056187078,0,1,0,0,0,0,0,0,1
1,77.105,-0.16586389782431749,0.13466157395270684,0.10082602457764075,0,1,0,0,0,0,0,0,1
1,78.264,-0.19135672512387011,0.13209312369694642,0.05214776508024933,1,0,0,0,0,0,0,0,0
1,78.22926829268293,0.9027954289382175,0.08425436299071742,0.03659474098387588,1,0,0,0,0,0,0,0,0
1,57.235,-0.20032225461015432,0.06198279165591728,0.7540517059935271,0,0,1,0,0,0,0,1,0
1,76.59756097560977,-0.2006930593823206,0.11276585567613649,0.1656720379431397,0,1,0,0,0,0,0,0,1
1,76.89512195121951,-0.12955151722698324,0.09094366047301339,0.04479431388298919,1,0,0,0,0,0,0,0,0
1,69.957,-0.1732005360881565,0.14114693375475137,0.4267822367887224,0,1,0,0,0,0,0,0,1
1,71.605,-0.09172942981481204,0.20505833572595175,0.27308565977986227,0,0,1,0,0,0,0,1,0
1,73.371,-0.16884357893725221,0.20298464612663975,0.3524574445244517,0,1,0,0,0,0,0,0,1
1,56.5,-0.19995144984785487,0.0926741053531601,0.7447776184284695,0,0,0,0,0,1,1,0,0
1,79.56829268292684,0.21332369899313575,0.10305137296221709,0.052376610902039274,1,0,0,0,0,0,0,0,0
1,70.9048780487805,-0.18105365034032728,0.19914345420132357,0.05709482537228734,1,0,0,0,0,0,0,0,0
1,53.349,-0.19479991206141045,0.05727662078691401,0.805839968026279,0,0,0,0,0,1,1,0,0
1,78.11951219512196,-0.11683821316585395,0.15850635261614168,0.04541404228773715,1,0,0,0,0,0,0,0,0
1,66.022,-0.1996865893202698,0.10312321795657123,0.23314838915960553,0,0,0,0,0,0,0,0,1
1,79.26097560975612,0.2904908037553369,0.14396012702517091,0.05449780567042501,1,0,0,0,0,0,0,0,0
1,57.791,-0.19295913146178872,0.07788796540435988,0.6515931514641894,0,0,0,0,0,1,0,0,1
1,78.14390243902439,0.5020746342788159,0.07178634757658398,0.06192860244654935,1,0,0,0,0,0,0,0,0
1,70.22,-0.19693203961236835,0.09278596103357074,0.11837499284422369,1,0,0,0,0,0,0,0,1
1,57.425,-0.19101240674585446,0.05179356872094518,0.722062879225295,0,0,0,0,0,1,0,1,0
1,51.484,-0.1986933622826249,0.04850754504914817,0.7810620171294042,0,0,0,0,0,1,1,0,0
1,51.123,-0.2006533302893693,0.07038691260560835,0.7711088402747057,0,0,0,0,0,1,1,0,0
1,53.84,-0.19472045397417606,0.05798299708809309,0.7813666008917146,0,0,0,0,0,1,0,0,1
1,78.64146341463415,-0.07292433527685291,0.09204736438072798,0.04186124107547667,1,0,0,0,0,0,0,0,0
1,72.929,-0.20053414305984948,0.11818037623082477,0.18584673134660018,0,1,0,0,0,0,0,0,1
1,67.19634146341464,-0.19376033448274566,0.30170703543622396,0.10707226183248318,1,0,0,0,0,0,0,0,0
1,68.717,-0.18698652590564183,0.18092146279585625,0.5193934120659767,0,1,0,0,0,0,0,0,1
1,75.726,-0.1928465656014029,0.13210886889364334,0.16169997689033344,0,0,0,0,0,0,0,0,0
1,65.828,-0.19870660529716397,0.18203171564351567,0.37381325509163704,0,1,0,0,0,0,0,0,1
1,71.249,-0.1927869719570425,0.21334133120577947,0.35894954082393565,0,1,0,0,0,0,0,1,0
1,74.71731707317075,-0.17399511569754686,0.13319494400835996,0.05078062021597226,1,0,0,0,0,0,0,0,0
1,57.655,-0.19842850167610526,0.114633820587011,0.5927590506723849,0,1,0,0,0,0,0,1,0
1,72.34878048780489,-0.12722074666810798,0.13006657613552144,0.039807682612577604,1,0,0,0,0,0,0,0,0
1,66.321,0.20390792607522829,0.09437491029796181,0.4154475640823606,0,0,0,0,0,0,0,1,0
1,63.304,1.1041821527905813,0.11410121801290636,0.572364791093355,0,0,0,0,1,0,0,1,0
1,77.63414634146342,-0.14267535694899205,0.10881333888712595,0.06241195554742709,1,0,0,0,0,0,0,0,0
1,68.827,-0.08012853518610363,0.20674504078467265,0.4001747130995671,0,0,1,0,0,0,0,0,1
1,80.50243902439026,-0.19788553760639607,0.10447774036448325,0.05344492310516323,1,0,0,0,0,0,0,0,0
1,79.45121951219512,-0.11996356333411955,0.1691199642410907,0.07223239851168888,0,0,1,0,0,0,0,0,0
1,80.22926829268295,0.3864365517576395,0.08633502395258037,0.037559157971766635,1,0,0,0,0,0,0,0,0
1,74.14,-0.18727787285697797,0.09463904085652958,0.23631187714079202,0,1,0,0,0,0,0,0,1
1,72.083,-0.1785109877599665,0.13619527218350486,0.257268720535574,0,0,1,0,0,0,0,0,1
1,81.56341463414634,1.3970516501267338,0.12372366371878628,0.0651007058084323,0,0,0,0,0,0,0,0,0
1,65.95,-0.02728886486629646,0.20642515956202284,0.17674647013301312,1,0,0,0,0,0,0,0,1
1,51.606,-0.19102564944465514,0.03926910860471877,0.8091514898470079,0,0,0,0,0,1,0,1,0
1,60.283,-0.19792526665001325,0.09486499755150893,0.594530007479406,0,0,0,0,0,0,0,1,0
1,63.731,-0.20079900359730135,0.08368125590423851,0.4081948682198067,0,0,0,0,0,0,0,1,0
